ID рейса;ID автомобиля;ID водителя;Дата начала рейса;Дата окончания рейса;Расстояние; Стоимость  
1678;1799;2628;04.11.2022;24.12.2022;2599; 271 р. 
1679;2062;1197;09.07.2023;03.08.2023;1355; 8 779 р. 
1680;1657;2719;04.08.2023;02.09.2023;1642; 6 150 р. 
1681;686;1458;11.04.2023;10.06.2023;1872; 4 174 р. 
1682;976;980;01.02.2023;20.02.2023;1956; 2 696 р. 
1683;1670;1057;25.01.2023;04.04.2023;757; 3 627 р. 
1684;2431;1839;12.06.2023;09.09.2023;2597; 8 907 р. 
1685;1797;703;31.03.2023;20.05.2023;1183; 2 292 р. 
1686;1569;168;14.02.2023;16.03.2023;134; 6 874 р. 
1687;1978;1246;15.08.2023;03.11.2023;1097; 792 р. 
1688;1404;1684;16.06.2023;22.09.2023;1369; 838 р. 
1689;94;1194;10.05.2023;15.08.2023;1274; 387 р. 
1690;2413;765;05.08.2023;01.11.2023;173; 3 882 р. 
1691;138;906;26.09.2022;18.10.2022;2842; 5 240 р. 
1692;723;2271;27.06.2023;29.07.2023;1789; 3 433 р. 
1693;667;571;10.06.2023;30.08.2023;366; 3 600 р. 
1694;1954;919;08.03.2023;19.03.2023;2208; 6 279 р. 
1695;2632;907;17.12.2022;01.03.2023;2360; 286 р. 
1696;971;991;29.06.2023;24.07.2023;722; 3 974 р. 
1697;987;1441;20.06.2023;06.07.2023;2933; 7 993 р. 
1698;1244;1572;02.11.2022;09.01.2023;2304; 2 452 р. 
1699;2023;2974;27.04.2023;23.05.2023;2407; 5 648 р. 
1700;1946;1622;14.09.2022;15.11.2022;30; 2 824 р. 
1701;2187;2081;11.08.2023;09.09.2023;2391; 8 849 р. 
1702;1768;2276;16.03.2023;21.06.2023;2107; 9 020 р. 
1703;326;1938;11.02.2023;25.03.2023;722; 8 515 р. 
1704;897;1932;22.07.2023;01.08.2023;1174; 8 948 р. 
1705;1184;127;08.02.2023;07.03.2023;2664; 7 290 р. 
1706;2048;913;20.11.2022;18.01.2023;1876; 2 470 р. 
1707;188;2557;13.11.2022;12.01.2023;1183; 3 155 р. 
1708;860;2015;14.09.2022;02.10.2022;2967; 3 473 р. 
1709;2986;1205;13.03.2023;04.05.2023;2576; 2 409 р. 
1710;524;588;28.10.2022;10.12.2022;1674; 4 235 р. 
1711;2952;260;15.03.2023;05.04.2023;2531; 1 643 р. 
1712;1793;1730;16.01.2023;27.02.2023;597; 116 р. 
1713;1685;1313;23.04.2023;04.06.2023;1165; 2 511 р. 
1714;2759;778;10.12.2022;07.02.2023;1327; 6 118 р. 
1715;2124;43;18.06.2023;21.09.2023;2222; 7 340 р. 
1716;424;18;02.09.2022;22.11.2022;670; 3 198 р. 
1717;1848;1977;27.04.2023;25.05.2023;1113; 1 437 р. 
1718;1751;2272;24.04.2023;02.08.2023;2853; 9 770 р. 
1719;2828;2401;26.07.2023;18.10.2023;2544; 626 р. 
1720;2191;2268;14.01.2023;27.03.2023;396; 159 р. 
1721;155;158;26.04.2023;06.05.2023;2966; 5 610 р. 
1722;1578;426;22.12.2022;12.03.2023;1822; 2 769 р. 
1723;2428;2294;10.05.2023;20.05.2023;2651; 7 851 р. 
1724;1908;2331;20.05.2023;20.06.2023;1407; 2 469 р. 
1725;965;2791;24.01.2023;26.04.2023;2813; 8 005 р. 
1726;913;1777;30.12.2022;09.01.2023;2782; 5 366 р. 
1727;97;1852;27.07.2023;19.08.2023;1321; 1 827 р. 
1728;1684;73;27.08.2022;15.11.2022;1574; 2 985 р. 
1729;2453;199;08.11.2022;21.12.2022;2617; 3 075 р. 
1730;981;1541;04.01.2023;21.03.2023;2796; 2 300 р. 
1731;2316;2117;26.10.2022;08.01.2023;1196; 4 626 р. 
1732;2229;1691;08.10.2022;12.11.2022;803; 9 273 р. 
1733;2042;2125;10.05.2023;09.08.2023;10; 9 506 р. 
1734;705;2289;10.02.2023;22.04.2023;1018; 5 280 р. 
1735;724;516;02.10.2022;09.12.2022;1412; 2 975 р. 
1736;556;1006;27.11.2022;18.02.2023;2985; 6 233 р. 
1737;1437;382;26.03.2023;07.04.2023;1677; 6 598 р. 
1738;311;2497;10.07.2023;18.09.2023;640; 7 137 р. 
1739;1514;745;05.02.2023;01.04.2023;356; 6 120 р. 
1740;1203;847;24.11.2022;30.01.2023;2784; 2 244 р. 
1741;1826;1267;03.08.2023;03.09.2023;378; 3 055 р. 
1742;1063;1946;16.10.2022;11.11.2022;1341; 6 368 р. 
1743;733;791;08.10.2022;02.01.2023;1610; 2 290 р. 
1744;151;1226;17.04.2023;19.07.2023;1188; 9 590 р. 
1745;1897;1459;25.11.2022;20.12.2022;1486; 2 547 р. 
1746;178;76;09.11.2022;27.12.2022;1433; 1 322 р. 
1747;1272;2045;08.09.2022;22.10.2022;429; 1 219 р. 
1748;1607;1978;11.02.2023;28.03.2023;2537; 9 373 р. 
1749;313;2660;05.11.2022;25.11.2022;740; 8 692 р. 
1750;2454;2154;11.01.2023;22.02.2023;1661; 4 591 р. 
1751;2540;2824;04.07.2023;10.10.2023;461; 8 210 р. 
1752;1131;2312;04.04.2023;30.05.2023;1826; 1 256 р. 
1753;2053;315;02.04.2023;14.06.2023;2882; 6 743 р. 
1754;2012;523;24.08.2022;04.11.2022;2298; 5 137 р. 
1755;1486;1511;14.07.2023;30.07.2023;1510; 9 350 р. 
1756;1838;1113;14.03.2023;10.04.2023;2853; 5 630 р. 
1757;2561;1009;10.10.2022;09.12.2022;2133; 9 034 р. 
1758;1543;1667;10.10.2022;13.12.2022;2362; 2 168 р. 
1759;2536;1820;20.09.2022;21.10.2022;1321; 636 р. 
1760;1075;1934;24.01.2023;22.03.2023;2590; 2 285 р. 
1761;2289;177;20.08.2022;28.11.2022;2186; 8 503 р. 
1762;1902;878;10.07.2023;05.09.2023;2948; 3 853 р. 
1763;289;2687;11.12.2022;27.12.2022;2360; 7 028 р. 
1764;468;2398;05.12.2022;05.03.2023;1840; 7 372 р. 
1765;2150;2359;22.08.2022;20.10.2022;2341; 9 110 р. 
1766;78;2558;11.03.2023;17.06.2023;1143; 8 475 р. 
1767;2433;1506;16.08.2022;26.09.2022;1683; 3 495 р. 
1768;806;1374;01.12.2022;03.01.2023;1110; 2 711 р. 
1769;87;1125;27.04.2023;22.07.2023;2163; 2 718 р. 
1770;1112;1584;21.06.2023;15.08.2023;1410; 4 723 р. 
1771;1780;93;05.01.2023;09.02.2023;50; 4 190 р. 
1772;2940;1839;22.02.2023;13.03.2023;758; 670 р. 
1773;1525;2186;21.08.2022;28.11.2022;1011; 2 683 р. 
1774;2226;1080;16.01.2023;22.04.2023;562; 3 272 р. 
1775;1416;789;15.01.2023;06.03.2023;2287; 4 058 р. 
1776;149;251;02.05.2023;15.06.2023;2560; 1 574 р. 
1777;1335;636;08.07.2023;21.09.2023;1499; 4 142 р. 
1778;1653;1738;29.03.2023;06.06.2023;5; 8 836 р. 
1779;504;363;15.02.2023;07.04.2023;2499; 4 828 р. 
1780;134;330;26.11.2022;12.01.2023;2737; 8 827 р. 
1781;1105;1737;16.01.2023;05.03.2023;251; 1 462 р. 
1782;1266;1772;25.04.2023;16.07.2023;1702; 8 483 р. 
1783;2074;2229;08.01.2023;26.03.2023;2921; 575 р. 
1784;657;89;29.10.2022;18.01.2023;1543; 1 981 р. 
1785;2731;2129;12.09.2022;30.09.2022;1265; 8 996 р. 
1786;1008;587;16.11.2022;10.02.2023;1200; 2 362 р. 
1787;1283;2609;22.10.2022;28.12.2022;1716; 9 933 р. 
1788;2153;1775;08.04.2023;10.07.2023;2903; 7 869 р. 
1789;2482;2538;15.12.2022;26.01.2023;2408; 3 989 р. 
1790;651;1550;24.09.2022;25.12.2022;1713; 4 360 р. 
1791;2109;2482;05.01.2023;26.02.2023;625; 3 315 р. 
1792;1412;2683;02.11.2022;07.01.2023;1242; 9 800 р. 
1793;2074;2619;30.07.2023;22.10.2023;2767; 5 695 р. 
1794;1022;1675;09.01.2023;22.02.2023;54; 9 409 р. 
1795;1058;1582;09.12.2022;23.02.2023;2555; 3 805 р. 
1796;265;2488;15.07.2023;28.09.2023;139; 2 051 р. 
1797;542;1225;09.01.2023;28.02.2023;2862; 2 204 р. 
1798;2299;224;18.12.2022;07.01.2023;1864; 8 333 р. 
1799;625;1724;25.06.2023;10.07.2023;2727; 6 732 р. 
1800;2466;1996;16.12.2022;05.03.2023;2693; 9 231 р. 
1801;412;872;09.09.2022;21.09.2022;2404; 2 834 р. 
1802;560;2659;12.06.2023;20.09.2023;1516; 1 149 р. 
1803;1796;1952;18.09.2022;24.12.2022;1042; 1 878 р. 
1804;1386;1018;27.07.2023;03.11.2023;1019; 8 219 р. 
1805;594;34;15.04.2023;18.07.2023;2534; 9 447 р. 
1806;1550;2394;13.12.2022;04.02.2023;338; 7 712 р. 
1807;2110;1046;21.01.2023;07.03.2023;1151; 7 725 р. 
1808;2759;1256;25.11.2022;03.02.2023;2529; 3 689 р. 
1809;1734;632;07.08.2023;24.08.2023;396; 152 р. 
1810;2781;1054;17.02.2023;07.04.2023;1849; 4 196 р. 
1811;2580;2406;30.07.2023;20.10.2023;2496; 8 477 р. 
1812;1499;2434;04.10.2022;07.12.2022;615; 5 480 р. 
1813;472;1771;01.07.2023;23.07.2023;770; 9 556 р. 
1814;1792;2820;12.02.2023;14.04.2023;2935; 7 481 р. 
1815;1379;2072;01.04.2023;27.05.2023;1419; 9 706 р. 
1816;2044;2707;21.05.2023;25.06.2023;1720; 8 215 р. 
1817;297;2887;06.11.2022;13.12.2022;36; 6 862 р. 
1818;2612;803;01.09.2022;23.10.2022;1164; 9 158 р. 
1819;1488;2693;16.10.2022;11.11.2022;22; 2 897 р. 
1820;808;1960;15.11.2022;20.01.2023;656; 6 219 р. 
1821;2817;1198;03.11.2022;24.12.2022;2266; 309 р. 
1822;296;2521;17.02.2023;11.04.2023;1339; 4 512 р. 
1823;1661;994;03.12.2022;23.02.2023;2250; 2 430 р. 
1824;2101;1399;02.07.2023;23.09.2023;187; 9 593 р. 
1825;381;2620;01.05.2023;23.05.2023;1429; 8 535 р. 
1826;1601;939;05.07.2023;05.09.2023;150; 1 105 р. 
1827;2062;2700;04.04.2023;14.04.2023;2250; 2 547 р. 
1828;949;473;24.06.2023;07.07.2023;2400; 5 201 р. 
1829;231;1520;09.08.2023;04.11.2023;1395; 7 643 р. 
1830;37;1026;16.02.2023;10.05.2023;293; 6 362 р. 
1831;17;2573;12.07.2023;23.07.2023;227; 7 617 р. 
1832;796;460;02.08.2023;22.10.2023;1751; 6 042 р. 
1833;965;1421;06.04.2023;12.06.2023;853; 9 573 р. 
1834;1627;1516;05.05.2023;22.06.2023;2073; 6 827 р. 
1835;2100;1993;11.04.2023;13.06.2023;1095; 555 р. 
1836;2363;1449;14.11.2022;25.01.2023;379; 8 938 р. 
1837;2040;2064;23.01.2023;04.02.2023;1906; 2 704 р. 
1838;2796;1030;27.03.2023;17.06.2023;1417; 2 419 р. 
1839;352;14;02.12.2022;12.12.2022;2856; 936 р. 
1840;2497;776;06.11.2022;31.01.2023;43; 9 015 р. 
1841;2671;1670;23.07.2023;17.09.2023;2483; 3 893 р. 
1842;2905;2940;23.09.2022;05.10.2022;177; 947 р. 
1843;2318;2763;05.09.2022;21.09.2022;1645; 2 276 р. 
1844;1749;2425;27.08.2022;23.09.2022;1224; 5 922 р. 
1845;2155;2616;27.06.2023;06.09.2023;964; 5 637 р. 
1846;1080;157;31.12.2022;03.03.2023;1577; 6 568 р. 
1847;2822;299;27.07.2023;01.09.2023;422; 8 722 р. 
1848;267;2787;28.11.2022;05.03.2023;2272; 5 221 р. 
1849;287;1157;19.05.2023;28.06.2023;529; 5 751 р. 
1850;1103;2975;04.02.2023;24.02.2023;2846; 8 643 р. 
1851;1905;1794;25.12.2022;06.03.2023;2378; 6 338 р. 
1852;1437;2274;29.12.2022;20.01.2023;2070; 5 986 р. 
1853;2479;1234;15.09.2022;06.12.2022;1221; 4 220 р. 
1854;2874;301;20.06.2023;09.09.2023;2620; 1 084 р. 
1855;211;637;02.07.2023;16.08.2023;2283; 7 686 р. 
1856;1073;1697;14.04.2023;05.06.2023;671; 1 511 р. 
1857;548;475;28.12.2022;19.02.2023;748; 2 692 р. 
1858;1288;711;14.10.2022;13.11.2022;244; 8 052 р. 
1859;1815;692;19.01.2023;04.04.2023;599; 1 306 р. 
1860;2568;979;30.11.2022;23.12.2022;2301; 1 618 р. 
1861;221;2273;11.07.2023;02.10.2023;1360; 8 695 р. 
1862;1408;770;20.06.2023;30.06.2023;1783; 535 р. 
1863;1647;352;26.03.2023;27.05.2023;294; 2 094 р. 
1864;2170;2751;18.09.2022;01.10.2022;239; 4 948 р. 
1865;1954;1573;17.06.2023;01.09.2023;1008; 2 229 р. 
1866;1376;848;22.09.2022;14.12.2022;2571; 8 972 р. 
1867;396;1227;18.11.2022;11.12.2022;2982; 7 380 р. 
1868;1568;2843;30.08.2022;13.09.2022;2766; 4 048 р. 
1869;34;881;20.11.2022;05.02.2023;921; 9 541 р. 
1870;131;688;11.05.2023;05.06.2023;33; 8 816 р. 
1871;1386;2558;22.03.2023;08.05.2023;726; 7 838 р. 
1872;1081;1681;10.08.2023;07.10.2023;325; 9 947 р. 
1873;332;2533;18.06.2023;03.09.2023;1880; 7 533 р. 
1874;2944;1624;21.09.2022;25.10.2022;2053; 1 819 р. 
1875;129;1036;23.11.2022;25.01.2023;2051; 6 967 р. 
1876;687;2602;09.04.2023;11.05.2023;1569; 6 703 р. 
1877;2778;1960;31.12.2022;11.02.2023;2647; 6 370 р. 
1878;2844;380;06.03.2023;03.05.2023;2562; 6 098 р. 
1879;2785;1534;01.11.2022;25.12.2022;1653; 4 539 р. 
1880;2828;1136;02.02.2023;27.03.2023;1071; 598 р. 
1881;1878;1817;13.12.2022;01.01.2023;1507; 6 661 р. 
1882;871;2675;10.03.2023;27.05.2023;2587; 9 756 р. 
1883;27;2105;01.01.2023;09.04.2023;2188; 9 631 р. 
1884;1779;1936;09.06.2023;19.07.2023;1057; 1 380 р. 
1885;448;2862;13.01.2023;14.02.2023;2277; 4 197 р. 
1886;813;2549;07.05.2023;26.05.2023;2247; 9 668 р. 
1887;2191;756;18.11.2022;26.12.2022;1667; 234 р. 
1888;1110;2561;04.01.2023;23.03.2023;819; 7 862 р. 
1889;2680;304;29.06.2023;30.07.2023;2749; 537 р. 
1890;135;1591;06.07.2023;27.08.2023;2548; 7 562 р. 
1891;485;838;27.01.2023;19.02.2023;1423; 462 р. 
1892;168;2553;07.11.2022;04.01.2023;1759; 4 469 р. 
1893;1462;1844;02.04.2023;18.05.2023;1487; 7 821 р. 
1894;2124;97;28.12.2022;23.03.2023;2283; 1 282 р. 
1895;1873;2302;13.03.2023;09.04.2023;1743; 5 984 р. 
1896;2612;2842;06.07.2023;10.09.2023;249; 3 328 р. 
1897;2395;2007;28.09.2022;01.12.2022;2775; 2 924 р. 
1898;2859;1482;15.10.2022;11.11.2022;2461; 2 835 р. 
1899;2968;100;24.02.2023;06.03.2023;2180; 8 483 р. 
1900;1618;461;22.12.2022;26.01.2023;1430; 494 р. 
1901;1105;2450;19.03.2023;26.04.2023;1615; 1 509 р. 
1902;1859;834;27.07.2023;03.09.2023;308; 1 125 р. 
1903;957;267;17.07.2023;18.10.2023;163; 8 402 р. 
1904;2513;2287;03.02.2023;01.04.2023;1536; 3 779 р. 
1905;1205;1454;06.04.2023;10.05.2023;146; 2 146 р. 
1906;1605;1172;22.06.2023;18.07.2023;2715; 955 р. 
1907;510;1217;10.01.2023;27.03.2023;900; 3 780 р. 
1908;1786;1428;24.10.2022;21.12.2022;1269; 7 114 р. 
1909;651;2036;25.03.2023;07.05.2023;2669; 9 274 р. 
1910;696;1710;25.03.2023;07.05.2023;2522; 4 632 р. 
1911;1781;1925;16.09.2022;02.11.2022;1975; 8 782 р. 
1912;59;2292;30.03.2023;25.04.2023;1756; 2 136 р. 
1913;626;2002;27.01.2023;17.02.2023;1569; 8 195 р. 
1914;1574;2425;16.02.2023;25.03.2023;2523; 8 388 р. 
1915;2731;2420;28.04.2023;10.05.2023;729; 1 037 р. 
1916;1762;1458;20.08.2022;18.10.2022;1119; 9 909 р. 
1917;1171;1830;24.09.2022;30.10.2022;2597; 3 894 р. 
1918;1258;488;09.01.2023;05.02.2023;2212; 619 р. 
1919;2612;2846;20.03.2023;08.06.2023;1904; 5 659 р. 
1920;2985;2813;07.09.2022;21.11.2022;1340; 3 585 р. 
1921;813;2591;20.07.2023;22.08.2023;2045; 3 126 р. 
1922;1654;646;09.04.2023;17.06.2023;2903; 824 р. 
1923;602;1323;09.07.2023;14.10.2023;2616; 8 932 р. 
1924;1488;35;26.04.2023;14.07.2023;2369; 6 202 р. 
1925;821;524;24.11.2022;28.01.2023;2193; 8 017 р. 
1926;1812;1475;25.07.2023;09.10.2023;2260; 4 417 р. 
1927;1693;2584;01.07.2023;28.07.2023;1930; 6 976 р. 
1928;2678;2568;21.01.2023;26.04.2023;742; 5 795 р. 
1929;2250;2860;09.02.2023;23.02.2023;466; 9 452 р. 
1930;2308;405;22.06.2023;19.09.2023;980; 7 431 р. 
1931;2176;407;24.01.2023;18.04.2023;286; 3 688 р. 
1932;31;2284;22.01.2023;17.04.2023;40; 769 р. 
1933;64;1050;19.09.2022;16.10.2022;1663; 4 446 р. 
1934;1867;541;27.02.2023;12.04.2023;1767; 9 253 р. 
1935;2848;1033;24.02.2023;31.03.2023;1837; 7 775 р. 
1936;2881;251;19.09.2022;04.12.2022;1897; 6 451 р. 
1937;1468;1124;01.09.2022;21.10.2022;2252; 5 894 р. 
1938;1918;2885;02.06.2023;28.07.2023;2749; 841 р. 
1939;2830;825;15.11.2022;23.02.2023;1497; 773 р. 
1940;2208;1715;09.11.2022;07.12.2022;2709; 3 158 р. 
1941;167;2212;23.09.2022;31.12.2022;2694; 3 118 р. 
1942;371;2275;25.03.2023;10.05.2023;38; 9 703 р. 
1943;764;949;16.12.2022;10.02.2023;1095; 7 662 р. 
1944;1332;1058;23.06.2023;19.07.2023;2633; 6 742 р. 
1945;2254;1548;11.01.2023;07.03.2023;1946; 7 044 р. 
1946;204;2644;15.01.2023;19.04.2023;1082; 7 536 р. 
1947;123;590;01.07.2023;15.09.2023;394; 7 036 р. 
1948;966;1006;22.06.2023;14.07.2023;1713; 7 397 р. 
1949;827;1863;15.12.2022;15.02.2023;752; 5 003 р. 
1950;170;1811;19.12.2022;02.01.2023;1914; 2 646 р. 
1951;375;997;05.02.2023;31.03.2023;2393; 9 180 р. 
1952;2299;1977;30.01.2023;11.02.2023;2864; 3 878 р. 
1953;1846;2810;03.11.2022;02.01.2023;463; 7 615 р. 
1954;946;600;10.06.2023;03.08.2023;1908; 7 478 р. 
1955;111;2730;31.10.2022;10.11.2022;975; 3 255 р. 
1956;1252;2854;25.11.2022;04.02.2023;2169; 4 076 р. 
1957;1539;2661;21.01.2023;14.03.2023;2028; 9 128 р. 
1958;1040;1047;28.11.2022;10.01.2023;661; 1 953 р. 
1959;648;2773;30.05.2023;12.07.2023;2434; 6 663 р. 
1960;2051;1249;21.01.2023;06.02.2023;185; 6 911 р. 
1961;2242;1728;26.06.2023;06.08.2023;2098; 3 485 р. 
1962;2177;2358;27.03.2023;02.05.2023;1414; 4 437 р. 
1963;2963;872;14.09.2022;20.10.2022;1691; 449 р. 
1964;1781;487;14.04.2023;27.04.2023;1075; 4 320 р. 
1965;2884;670;04.09.2022;17.09.2022;1412; 2 354 р. 
1966;2862;1911;16.07.2023;11.10.2023;2896; 5 392 р. 
1967;968;1619;10.03.2023;01.04.2023;318; 6 343 р. 
1968;2052;2497;16.08.2022;17.11.2022;879; 2 216 р. 
1969;1649;1361;13.12.2022;04.02.2023;1047; 7 992 р. 
1970;1647;997;02.01.2023;09.04.2023;1632; 769 р. 
1971;1110;1313;12.06.2023;31.08.2023;838; 6 464 р. 
1972;2630;86;12.04.2023;02.06.2023;988; 3 470 р. 
1973;169;411;30.12.2022;20.01.2023;1295; 9 412 р. 
1974;212;2991;17.04.2023;28.05.2023;1312; 7 683 р. 
1975;1443;520;01.12.2022;18.12.2022;521; 3 774 р. 
1976;1894;1177;10.06.2023;26.06.2023;143; 2 661 р. 
1977;2674;12;16.10.2022;16.01.2023;626; 7 113 р. 
1978;2660;1269;04.08.2023;29.08.2023;961; 6 190 р. 
1979;691;1592;15.08.2022;15.09.2022;1540; 6 175 р. 
1980;1095;323;14.02.2023;22.04.2023;803; 1 927 р. 
1981;1471;801;24.06.2023;09.08.2023;2536; 4 415 р. 
1982;1940;1474;21.09.2022;15.12.2022;2978; 2 562 р. 
1983;1828;401;15.06.2023;07.09.2023;2804; 6 366 р. 
1984;2075;623;17.09.2022;15.11.2022;274; 3 291 р. 
1985;2408;858;22.12.2022;03.02.2023;2138; 6 750 р. 
1986;340;204;27.02.2023;13.03.2023;912; 7 286 р. 
1987;2860;860;06.10.2022;11.11.2022;1295; 4 589 р. 
1988;931;2941;01.01.2023;11.02.2023;2216; 9 943 р. 
1989;2963;2605;01.04.2023;18.06.2023;1058; 4 272 р. 
1990;256;853;06.07.2023;29.08.2023;234; 6 182 р. 
1991;2671;1268;30.05.2023;19.07.2023;210; 9 103 р. 
1992;280;2922;27.06.2023;14.07.2023;1485; 9 842 р. 
1993;2104;421;29.11.2022;29.12.2022;2536; 5 062 р. 
1994;2296;1342;15.08.2023;16.10.2023;2522; 8 112 р. 
1995;415;1145;12.02.2023;28.02.2023;2769; 6 685 р. 
1996;1313;108;26.09.2022;23.11.2022;241; 5 513 р. 
1997;1681;1638;24.08.2022;27.11.2022;1245; 2 300 р. 
1998;603;2230;07.03.2023;16.04.2023;2639; 3 387 р. 
1999;460;483;05.06.2023;22.08.2023;2201; 7 710 р. 
2000;61;2074;30.05.2023;20.08.2023;2935; 7 140 р. 
2001;721;2663;16.08.2022;20.11.2022;1979; 8 561 р. 
2002;1961;710;08.08.2023;01.11.2023;2739; 5 640 р. 
2003;1606;631;09.05.2023;19.06.2023;1676; 6 877 р. 
2004;2338;798;16.11.2022;01.12.2022;1192; 2 433 р. 
2005;2826;720;24.10.2022;08.12.2022;186; 2 925 р. 
2006;219;260;23.11.2022;05.02.2023;568; 6 040 р. 
2007;1204;1455;18.10.2022;23.01.2023;1142; 4 916 р. 
2008;2918;442;09.02.2023;05.04.2023;2977; 8 114 р. 
2009;1174;1311;05.11.2022;20.12.2022;181; 2 506 р. 
2010;881;1218;28.02.2023;30.03.2023;767; 3 342 р. 
2011;2567;668;19.08.2022;30.09.2022;2390; 1 408 р. 
2012;711;2711;22.05.2023;21.06.2023;2495; 2 376 р. 
2013;1442;2069;19.11.2022;30.12.2022;907; 4 458 р. 
2014;1178;1034;07.07.2023;24.07.2023;2112; 1 985 р. 
2015;1860;2365;24.04.2023;11.05.2023;261; 590 р. 
2016;355;2507;15.06.2023;07.08.2023;2949; 6 239 р. 
2017;1309;520;03.04.2023;28.05.2023;1580; 5 364 р. 
2018;1081;2769;16.02.2023;26.02.2023;608; 5 988 р. 
2019;2894;1957;18.11.2022;29.11.2022;1350; 6 686 р. 
2020;707;543;23.08.2022;16.09.2022;2997; 7 914 р. 
2021;1101;2417;09.03.2023;31.05.2023;1123; 9 139 р. 
2022;1581;118;09.02.2023;03.05.2023;2637; 8 385 р. 
2023;1220;2402;16.04.2023;27.05.2023;1046; 4 183 р. 
2024;1284;1575;07.03.2023;13.05.2023;1009; 9 617 р. 
2025;2140;29;05.12.2022;18.02.2023;2289; 2 453 р. 
2026;135;1365;11.03.2023;12.05.2023;1786; 4 617 р. 
2027;277;1539;17.06.2023;14.08.2023;262; 8 956 р. 
2028;1132;58;24.09.2022;30.10.2022;2549; 2 039 р. 
2029;2442;167;23.02.2023;07.05.2023;2855; 3 099 р. 
2030;1916;1962;24.10.2022;20.11.2022;1828; 8 999 р. 
2031;1060;774;23.12.2022;16.01.2023;2178; 4 394 р. 
2032;106;331;24.11.2022;07.01.2023;1690; 2 026 р. 
2033;1177;1723;13.02.2023;22.04.2023;1604; 9 708 р. 
2034;2761;294;23.02.2023;18.03.2023;2812; 4 794 р. 
2035;2629;2195;15.04.2023;01.07.2023;2621; 5 485 р. 
2036;749;907;25.09.2022;16.11.2022;2504; 8 165 р. 
2037;1873;450;05.03.2023;04.04.2023;1106; 3 804 р. 
2038;2015;2414;09.02.2023;06.05.2023;937; 7 361 р. 
2039;1555;2931;22.04.2023;18.07.2023;1918; 9 668 р. 
2040;1233;664;24.11.2022;11.02.2023;1104; 142 р. 
2041;190;1998;13.10.2022;26.10.2022;380; 6 996 р. 
2042;2758;1062;19.04.2023;12.06.2023;1036; 8 917 р. 
2043;1160;9;11.01.2023;02.03.2023;1741; 8 990 р. 
2044;334;1561;15.01.2023;30.01.2023;2502; 4 537 р. 
2045;2341;2997;23.06.2023;23.07.2023;676; 8 292 р. 
2046;681;2578;09.02.2023;12.05.2023;2091; 5 705 р. 
2047;213;2780;20.10.2022;20.11.2022;1601; 7 537 р. 
2048;2934;2396;26.02.2023;09.03.2023;251; 938 р. 
2049;1628;463;25.01.2023;27.04.2023;2090; 6 125 р. 
2050;2084;686;16.01.2023;14.02.2023;2885; 4 179 р. 
2051;625;278;24.02.2023;22.04.2023;598; 2 431 р. 
2052;213;2854;20.08.2022;16.09.2022;2826; 6 228 р. 
2053;24;607;21.12.2022;08.02.2023;2902; 1 259 р. 
2054;441;1823;15.07.2023;09.09.2023;574; 9 863 р. 
2055;1787;2119;31.08.2022;04.11.2022;2913; 3 234 р. 
2056;2905;1116;24.09.2022;27.10.2022;1881; 1 272 р. 
2057;1734;988;27.05.2023;05.07.2023;1754; 3 654 р. 
2058;2552;2185;07.11.2022;18.11.2022;1921; 1 708 р. 
2059;594;2841;21.04.2023;22.07.2023;1346; 1 386 р. 
2060;2974;89;13.08.2023;23.09.2023;1151; 6 286 р. 
2061;847;604;14.09.2022;12.11.2022;1651; 1 835 р. 
2062;2124;1087;16.04.2023;14.05.2023;1227; 5 443 р. 
2063;1653;1652;20.05.2023;14.08.2023;2254; 9 616 р. 
2064;1648;1651;29.10.2022;21.12.2022;1558; 6 373 р. 
2065;449;1491;01.03.2023;16.05.2023;441; 9 326 р. 
2066;2288;2141;25.08.2022;15.09.2022;1408; 6 194 р. 
2067;711;2129;13.12.2022;29.01.2023;1122; 9 199 р. 
2068;2924;2814;06.02.2023;27.04.2023;1332; 9 352 р. 
2069;1182;2141;13.06.2023;10.08.2023;739; 772 р. 
2070;2797;33;29.04.2023;29.07.2023;959; 7 135 р. 
2071;945;730;23.01.2023;12.03.2023;669; 7 314 р. 
2072;330;1690;21.12.2022;27.03.2023;2629; 9 999 р. 
2073;155;2475;22.08.2022;04.10.2022;1793; 3 514 р. 
2074;43;1140;20.01.2023;22.04.2023;2402; 705 р. 
2075;1718;330;28.04.2023;22.07.2023;2547; 1 820 р. 
2076;282;1682;21.08.2022;25.10.2022;806; 9 163 р. 
2077;711;2407;28.10.2022;12.11.2022;1576; 9 540 р. 
2078;2509;1497;16.02.2023;28.04.2023;2356; 8 406 р. 
2079;2905;930;01.01.2023;12.03.2023;433; 9 152 р. 
2080;2053;1838;21.07.2023;24.08.2023;2614; 5 724 р. 
2081;1146;924;14.09.2022;31.10.2022;799; 5 964 р. 
2082;572;161;17.09.2022;11.10.2022;2931; 9 930 р. 
2083;2071;589;23.10.2022;23.12.2022;262; 4 707 р. 
2084;268;680;07.09.2022;01.10.2022;2027; 3 190 р. 
2085;1498;521;22.01.2023;14.03.2023;1619; 4 785 р. 
2086;2616;1899;02.04.2023;28.04.2023;1743; 4 150 р. 
2087;934;1602;09.09.2022;09.10.2022;800; 8 657 р. 
2088;351;2200;01.12.2022;20.02.2023;2130; 3 034 р. 
